essay_id,n_annotated,n_effective,n_adequate,n_ineffective,n_unannotated,construct_score,pct_effective
2021002937,4.0,0.0,3.0,1.0,1.0,0.75,0.0
2021002945,7.0,0.0,6.0,1.0,1.0,0.8571428571428571,0.0
2021002961,6.0,0.0,5.0,1.0,1.0,0.8333333333333334,0.0
2021002988,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,0.0
2021003020,9.0,8.0,1.0,0.0,0.0,1.8888888888888888,0.8888888888888888
2021003046,12.0,1.0,11.0,0.0,3.0,1.0833333333333333,0.08333333333333333
2021003062,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2021003071,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2021003097,11.0,7.0,4.0,0.0,1.0,1.6363636363636365,0.6363636363636364
2021003135,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2021003160,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2021003178,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2021003186,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021003224,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021003275,6.0,0.0,6.0,0.0,3.0,1.0,0.0
2021003305,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021003356,5.0,0.0,5.0,0.0,2.0,1.0,0.0
2021003372,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2021003381,10.0,2.0,8.0,0.0,1.0,1.2,0.2
2021003411,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2021003445,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2021003470,8.0,3.0,4.0,1.0,1.0,1.25,0.375
2021003569,11.0,0.0,11.0,0.0,2.0,1.0,0.0
2021003607,3.0,0.0,2.0,1.0,0.0,0.6666666666666666,0.0
2021003623,11.0,0.0,10.0,1.0,1.0,0.9090909090909091,0.0
2021003631,8.0,1.0,7.0,0.0,1.0,1.125,0.125
2021003640,11.0,2.0,9.0,0.0,2.0,1.1818181818181819,0.18181818181818182
2021003674,10.0,0.0,9.0,1.0,1.0,0.9,0.0
2021003739,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021003780,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2021003798,11.0,0.0,11.0,0.0,2.0,1.0,0.0
2021003801,12.0,0.0,12.0,0.0,3.0,1.0,0.0
2021003861,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2021003879,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021003887,9.0,5.0,4.0,0.0,1.0,1.5555555555555556,0.5555555555555556
2021003895,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021004042,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021004115,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2021004191,12.0,5.0,7.0,0.0,2.0,1.4166666666666667,0.4166666666666667
2021004212,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021004336,15.0,1.0,14.0,0.0,2.0,1.0666666666666667,0.06666666666666667
2021004352,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2021004361,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021004409,10.0,0.0,10.0,0.0,3.0,1.0,0.0
2021004433,12.0,1.0,10.0,1.0,2.0,1.0,0.08333333333333333
2021004476,6.0,0.0,5.0,1.0,1.0,0.8333333333333334,0.0
2021004531,4.0,0.0,3.0,1.0,2.0,0.75,0.0
2021004697,4.0,0.0,4.0,0.0,1.0,1.0,0.0
2021004701,4.0,0.0,4.0,0.0,1.0,1.0,0.0
2021004760,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2021004794,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2021004816,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2021004824,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2021004883,11.0,0.0,11.0,0.0,7.0,1.0,0.0
2021004964,8.0,0.0,8.0,0.0,0.0,1.0,0.0
2021004972,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021004999,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2021005006,6.0,0.0,4.0,2.0,5.0,0.6666666666666666,0.0
2021005073,3.0,0.0,1.0,2.0,0.0,0.3333333333333333,0.0
2021005111,6.0,0.0,6.0,0.0,0.0,1.0,0.0
2021005120,5.0,0.0,5.0,0.0,1.0,1.0,0.0
2021005154,14.0,0.0,14.0,0.0,1.0,1.0,0.0
2021005162,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2021005197,3.0,0.0,3.0,0.0,2.0,1.0,0.0
2021005219,9.0,0.0,8.0,1.0,5.0,0.8888888888888888,0.0
2021005227,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021005278,12.0,2.0,9.0,1.0,0.0,1.0833333333333333,0.16666666666666666
2021005286,11.0,0.0,11.0,0.0,2.0,1.0,0.0
2021005294,6.0,0.0,6.0,0.0,2.0,1.0,0.0
2021005316,17.0,0.0,17.0,0.0,9.0,1.0,0.0
2021005324,9.0,1.0,8.0,0.0,1.0,1.1111111111111112,0.1111111111111111
2021005430,5.0,0.0,5.0,0.0,0.0,1.0,0.0
2021005545,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2021005553,5.0,0.0,5.0,0.0,1.0,1.0,0.0
2021005588,9.0,0.0,8.0,1.0,4.0,0.8888888888888888,0.0
2021005600,6.0,0.0,6.0,0.0,0.0,1.0,0.0
2021005669,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021005677,4.0,0.0,4.0,0.0,1.0,1.0,0.0
2021005731,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2021005855,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021005910,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021005928,9.0,0.0,5.0,4.0,1.0,0.5555555555555556,0.0
2021005952,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021006029,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2021006061,12.0,1.0,11.0,0.0,2.0,1.0833333333333333,0.08333333333333333
2021006088,11.0,0.0,10.0,1.0,2.0,0.9090909090909091,0.0
2021006177,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2021006207,11.0,1.0,10.0,0.0,2.0,1.0909090909090908,0.09090909090909091
2021006223,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2021006266,14.0,0.0,14.0,0.0,1.0,1.0,0.0
2021006274,15.0,2.0,13.0,0.0,1.0,1.1333333333333333,0.13333333333333333
2021006312,7.0,0.0,7.0,0.0,2.0,1.0,0.0
2021006321,14.0,2.0,12.0,0.0,2.0,1.1428571428571428,0.14285714285714285
2021006380,7.0,0.0,7.0,0.0,2.0,1.0,0.0
2021006398,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021006436,5.0,0.0,5.0,0.0,1.0,1.0,0.0
2021006444,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2021006461,10.0,0.0,10.0,0.0,3.0,1.0,0.0
2021006495,4.0,0.0,4.0,0.0,1.0,1.0,0.0
2021006525,14.0,3.0,11.0,0.0,1.0,1.2142857142857142,0.21428571428571427
2021006541,8.0,2.0,6.0,0.0,1.0,1.25,0.25
2021006550,12.0,0.0,12.0,0.0,2.0,1.0,0.0
2021006576,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021006584,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2021006614,11.0,0.0,11.0,0.0,4.0,1.0,0.0
2021006681,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2021006746,9.0,0.0,9.0,0.0,0.0,1.0,0.0
2021006754,6.0,0.0,5.0,1.0,1.0,0.8333333333333334,0.0
2021006762,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021006771,7.0,1.0,6.0,0.0,1.0,1.1428571428571428,0.14285714285714285
2021006801,9.0,1.0,8.0,0.0,1.0,1.1111111111111112,0.1111111111111111
2021006851,5.0,0.0,5.0,0.0,3.0,1.0,0.0
2021006860,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021006894,5.0,0.0,5.0,0.0,2.0,1.0,0.0
2021006908,10.0,0.0,8.0,2.0,1.0,0.8,0.0
2021006983,9.0,0.0,5.0,4.0,1.0,0.5555555555555556,0.0
2021007025,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2021007033,11.0,0.0,10.0,1.0,3.0,0.9090909090909091,0.0
2021007041,10.0,0.0,10.0,0.0,0.0,1.0,0.0
2021007149,8.0,0.0,5.0,3.0,1.0,0.625,0.0
2021007157,11.0,0.0,10.0,1.0,1.0,0.9090909090909091,0.0
2021007165,9.0,1.0,8.0,0.0,1.0,1.1111111111111112,0.1111111111111111
2021007203,12.0,0.0,12.0,0.0,4.0,1.0,0.0
2021007271,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2021007319,6.0,0.0,6.0,0.0,4.0,1.0,0.0
2021007343,7.0,0.0,6.0,1.0,3.0,0.8571428571428571,0.0
2021007351,7.0,0.0,7.0,0.0,2.0,1.0,0.0
2021007432,11.0,1.0,10.0,0.0,2.0,1.0909090909090908,0.09090909090909091
2021007483,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2021007491,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2021007564,10.0,0.0,10.0,0.0,2.0,1.0,0.0
2021007602,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2021007696,12.0,2.0,10.0,0.0,0.0,1.1666666666666667,0.16666666666666666
2021007793,7.0,0.0,6.0,1.0,0.0,0.8571428571428571,0.0
2021007815,9.0,0.0,9.0,0.0,2.0,1.0,0.0
2021007823,6.0,0.0,4.0,2.0,0.0,0.6666666666666666,0.0
2081000019,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2081000124,11.0,4.0,7.0,0.0,5.0,1.3636363636363635,0.36363636363636365
2081000191,7.0,5.0,2.0,0.0,1.0,1.7142857142857142,0.7142857142857143
2081000264,4.0,3.0,1.0,0.0,2.0,1.75,0.75
2081000272,6.0,0.0,6.0,0.0,0.0,1.0,0.0
2081000299,9.0,2.0,7.0,0.0,1.0,1.2222222222222223,0.2222222222222222
2081000337,10.0,1.0,9.0,0.0,3.0,1.1,0.1
2081000361,6.0,0.0,6.0,0.0,3.0,1.0,0.0
2081000396,5.0,1.0,3.0,1.0,2.0,1.0,0.2
2081000400,9.0,9.0,0.0,0.0,6.0,2.0,1.0
2081000426,8.0,1.0,6.0,1.0,1.0,1.0,0.125
2081000442,12.0,6.0,6.0,0.0,1.0,1.5,0.5
2081000469,10.0,8.0,2.0,0.0,1.0,1.8,0.8
2081000477,9.0,2.0,7.0,0.0,2.0,1.2222222222222223,0.2222222222222222
2081000540,7.0,5.0,2.0,0.0,3.0,1.7142857142857142,0.7142857142857143
2081000566,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2081000655,6.0,0.0,5.0,1.0,0.0,0.8333333333333334,0.0
2081000868,5.0,0.0,5.0,0.0,0.0,1.0,0.0
2081000892,6.0,1.0,5.0,0.0,1.0,1.1666666666666667,0.16666666666666666
2081000914,8.0,1.0,7.0,0.0,2.0,1.125,0.125
2081000931,13.0,0.0,12.0,1.0,5.0,0.9230769230769231,0.0
2081001007,5.0,2.0,3.0,0.0,3.0,1.4,0.4
2081001015,4.0,0.0,4.0,0.0,2.0,1.0,0.0
2081001023,7.0,0.0,6.0,1.0,1.0,0.8571428571428571,0.0
2081001155,8.0,2.0,5.0,1.0,1.0,1.125,0.25
2081001180,9.0,3.0,6.0,0.0,2.0,1.3333333333333333,0.3333333333333333
2081001244,11.0,5.0,5.0,1.0,3.0,1.3636363636363635,0.45454545454545453
2081001252,7.0,3.0,4.0,0.0,1.0,1.4285714285714286,0.42857142857142855
2081001287,10.0,2.0,8.0,0.0,1.0,1.2,0.2
2081001376,9.0,2.0,7.0,0.0,1.0,1.2222222222222223,0.2222222222222222
2081001384,13.0,2.0,11.0,0.0,1.0,1.1538461538461537,0.15384615384615385
2081001406,7.0,1.0,6.0,0.0,1.0,1.1428571428571428,0.14285714285714285
2081001414,8.0,2.0,6.0,0.0,6.0,1.25,0.25
2081001431,7.0,2.0,5.0,0.0,1.0,1.2857142857142858,0.2857142857142857
2081001511,5.0,2.0,3.0,0.0,3.0,1.4,0.4
2081001546,10.0,3.0,7.0,0.0,4.0,1.3,0.3
2081001554,9.0,6.0,3.0,0.0,4.0,1.6666666666666667,0.6666666666666666
2081001686,8.0,0.0,6.0,2.0,0.0,0.75,0.0
2081001805,12.0,2.0,10.0,0.0,3.0,1.1666666666666667,0.16666666666666666
2081001813,7.0,5.0,2.0,0.0,1.0,1.7142857142857142,0.7142857142857143
2081001864,5.0,1.0,2.0,2.0,1.0,0.8,0.2
2081001881,10.0,6.0,4.0,0.0,4.0,1.6,0.6
2081001996,12.0,3.0,9.0,0.0,9.0,1.25,0.25
2081002127,14.0,0.0,12.0,2.0,6.0,0.8571428571428571,0.0
2081002135,17.0,0.0,17.0,0.0,4.0,1.0,0.0
2081002160,10.0,3.0,7.0,0.0,2.0,1.3,0.3
2081002194,7.0,6.0,1.0,0.0,1.0,1.8571428571428572,0.8571428571428571
2081002224,7.0,4.0,3.0,0.0,1.0,1.5714285714285714,0.5714285714285714
2081002232,11.0,0.0,11.0,0.0,2.0,1.0,0.0
2081002267,10.0,4.0,6.0,0.0,1.0,1.4,0.4
2081002321,5.0,2.0,3.0,0.0,1.0,1.4,0.4
2081002402,6.0,0.0,5.0,1.0,1.0,0.8333333333333334,0.0
2081002411,8.0,0.0,8.0,0.0,3.0,1.0,0.0
2081002429,8.0,3.0,5.0,0.0,2.0,1.375,0.375
2081002437,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2081002461,10.0,2.0,8.0,0.0,2.0,1.2,0.2
2081002470,12.0,1.0,10.0,1.0,1.0,1.0,0.08333333333333333
2081002585,9.0,3.0,6.0,0.0,1.0,1.3333333333333333,0.3333333333333333
2081002666,7.0,0.0,7.0,0.0,3.0,1.0,0.0
2081002721,9.0,0.0,8.0,1.0,1.0,0.8888888888888888,0.0
2081002763,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2081002798,11.0,2.0,9.0,0.0,2.0,1.1818181818181819,0.18181818181818182
2081002836,9.0,4.0,5.0,0.0,2.0,1.4444444444444444,0.4444444444444444
2081002861,9.0,0.0,9.0,0.0,5.0,1.0,0.0
2081002933,10.0,1.0,9.0,0.0,2.0,1.1,0.1
2081002941,8.0,2.0,6.0,0.0,4.0,1.25,0.25
2081002950,11.0,2.0,9.0,0.0,1.0,1.1818181818181819,0.18181818181818182
2081002984,9.0,4.0,5.0,0.0,5.0,1.4444444444444444,0.4444444444444444
2081003026,9.0,7.0,2.0,0.0,4.0,1.7777777777777777,0.7777777777777778
2081003042,9.0,0.0,9.0,0.0,1.0,1.0,0.0
2081003182,6.0,0.0,3.0,3.0,1.0,0.5,0.0
2081003280,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2081003301,8.0,1.0,7.0,0.0,1.0,1.125,0.125
2081003310,7.0,3.0,4.0,0.0,3.0,1.4285714285714286,0.42857142857142855
2081003344,7.0,3.0,4.0,0.0,1.0,1.4285714285714286,0.42857142857142855
2081003361,11.0,2.0,9.0,0.0,1.0,1.1818181818181819,0.18181818181818182
2081003387,10.0,1.0,8.0,1.0,4.0,1.0,0.1
2081003409,9.0,1.0,8.0,0.0,1.0,1.1111111111111112,0.1111111111111111
2081003441,11.0,0.0,11.0,0.0,3.0,1.0,0.0
2081003450,8.0,0.0,8.0,0.0,3.0,1.0,0.0
2081003484,12.0,1.0,7.0,4.0,1.0,0.75,0.08333333333333333
2081003549,10.0,0.0,7.0,3.0,4.0,0.7,0.0
2081003573,8.0,1.0,7.0,0.0,3.0,1.125,0.125
2081003581,11.0,0.0,10.0,1.0,1.0,0.9090909090909091,0.0
2081003611,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2081003654,8.0,5.0,3.0,0.0,4.0,1.625,0.625
2081003735,10.0,8.0,2.0,0.0,1.0,1.8,0.8
2081003816,10.0,4.0,5.0,1.0,4.0,1.3,0.4
2081003883,7.0,2.0,5.0,0.0,1.0,1.2857142857142858,0.2857142857142857
2081003891,9.0,6.0,3.0,0.0,2.0,1.6666666666666667,0.6666666666666666
2081003905,9.0,7.0,2.0,0.0,0.0,1.7777777777777777,0.7777777777777778
2081003913,9.0,3.0,6.0,0.0,3.0,1.3333333333333333,0.3333333333333333
2081003964,7.0,3.0,4.0,0.0,5.0,1.4285714285714286,0.42857142857142855
2081003999,8.0,3.0,5.0,0.0,2.0,1.375,0.375
2081004014,17.0,0.0,13.0,4.0,3.0,0.7647058823529411,0.0
2081004065,6.0,2.0,3.0,1.0,1.0,1.1666666666666667,0.3333333333333333
2081004073,5.0,0.0,5.0,0.0,2.0,1.0,0.0
2081004103,9.0,1.0,8.0,0.0,8.0,1.1111111111111112,0.1111111111111111
2081004197,8.0,1.0,6.0,1.0,2.0,1.0,0.125
2081004201,4.0,0.0,4.0,0.0,1.0,1.0,0.0
2081004227,10.0,9.0,1.0,0.0,1.0,1.9,0.9
2081004251,3.0,0.0,3.0,0.0,1.0,1.0,0.0
2081004286,13.0,0.0,8.0,5.0,2.0,0.6153846153846154,0.0
2081004421,5.0,1.0,4.0,0.0,4.0,1.2,0.2
2081004481,8.0,3.0,5.0,0.0,1.0,1.375,0.375
2081004553,8.0,0.0,8.0,0.0,2.0,1.0,0.0
2081004715,6.0,2.0,4.0,0.0,2.0,1.3333333333333333,0.3333333333333333
2081004758,10.0,3.0,6.0,1.0,3.0,1.2,0.3
2081004847,8.0,7.0,1.0,0.0,1.0,1.875,0.875
2081004898,8.0,1.0,7.0,0.0,1.0,1.125,0.125
2081004901,15.0,1.0,14.0,0.0,3.0,1.0666666666666667,0.06666666666666667
2081004928,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2081004987,8.0,0.0,8.0,0.0,1.0,1.0,0.0
2081004995,5.0,0.0,4.0,1.0,1.0,0.8,0.0
2081005029,5.0,0.0,5.0,0.0,3.0,1.0,0.0
2081005045,7.0,1.0,6.0,0.0,1.0,1.1428571428571428,0.14285714285714285
2081005053,13.0,4.0,8.0,1.0,1.0,1.2307692307692308,0.3076923076923077
2081005070,13.0,1.0,12.0,0.0,1.0,1.0769230769230769,0.07692307692307693
2081005151,10.0,3.0,7.0,0.0,4.0,1.3,0.3
2081005185,5.0,0.0,5.0,0.0,1.0,1.0,0.0
2081005207,8.0,0.0,7.0,1.0,4.0,0.875,0.0
2081005231,6.0,2.0,3.0,1.0,1.0,1.1666666666666667,0.3333333333333333
2081005274,14.0,4.0,9.0,1.0,2.0,1.2142857142857142,0.2857142857142857
2081005291,10.0,2.0,8.0,0.0,5.0,1.2,0.2
2081005312,8.0,2.0,6.0,0.0,1.0,1.25,0.25
2081005321,6.0,0.0,6.0,0.0,2.0,1.0,0.0
2081005347,6.0,0.0,6.0,0.0,1.0,1.0,0.0
2081005355,6.0,4.0,2.0,0.0,1.0,1.6666666666666667,0.6666666666666666
2081005398,5.0,1.0,4.0,0.0,1.0,1.2,0.2
2081005410,6.0,0.0,6.0,0.0,2.0,1.0,0.0
2081005461,9.0,1.0,8.0,0.0,1.0,1.1111111111111112,0.1111111111111111
2081005479,15.0,0.0,15.0,0.0,1.0,1.0,0.0
2081005517,5.0,0.0,5.0,0.0,1.0,1.0,0.0
2081005525,13.0,13.0,0.0,0.0,1.0,2.0,1.0
2081005576,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2081005584,7.0,0.0,7.0,0.0,1.0,1.0,0.0
2081005606,11.0,1.0,9.0,1.0,1.0,1.0,0.09090909090909091
2081005622,6.0,1.0,4.0,1.0,0.0,1.0,0.16666666666666666
2081005649,6.0,2.0,4.0,0.0,1.0,1.3333333333333333,0.3333333333333333
2081005665,9.0,2.0,6.0,1.0,2.0,1.1111111111111112,0.2222222222222222
2081005673,5.0,2.0,3.0,0.0,1.0,1.4,0.4
2081005711,13.0,3.0,10.0,0.0,1.0,1.2307692307692308,0.23076923076923078
2081005762,6.0,0.0,4.0,2.0,1.0,0.6666666666666666,0.0
2081005835,18.0,1.0,17.0,0.0,1.0,1.0555555555555556,0.05555555555555555
2081005860,9.0,3.0,6.0,0.0,1.0,1.3333333333333333,0.3333333333333333
2081005886,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2081005908,9.0,6.0,3.0,0.0,1.0,1.6666666666666667,0.6666666666666666
2081005941,4.0,1.0,3.0,0.0,2.0,1.25,0.25
2081006017,7.0,3.0,4.0,0.0,2.0,1.4285714285714286,0.42857142857142855
2081006025,9.0,5.0,4.0,0.0,1.0,1.5555555555555556,0.5555555555555556
2081006076,8.0,2.0,5.0,1.0,4.0,1.125,0.25
2081006114,9.0,0.0,7.0,2.0,4.0,0.7777777777777778,0.0
2081006131,11.0,0.0,8.0,3.0,6.0,0.7272727272727273,0.0
2081006181,9.0,0.0,8.0,1.0,2.0,0.8888888888888888,0.0
2081006301,8.0,2.0,6.0,0.0,3.0,1.25,0.25
2081006386,8.0,0.0,7.0,1.0,1.0,0.875,0.0
2081006483,10.0,1.0,7.0,2.0,3.0,0.9,0.1
2081006491,4.0,2.0,2.0,0.0,2.0,1.5,0.5
2081006548,11.0,6.0,4.0,1.0,4.0,1.4545454545454546,0.5454545454545454
2081006564,10.0,0.0,10.0,0.0,1.0,1.0,0.0
2081006572,6.0,0.0,6.0,0.0,4.0,1.0,0.0
2081006581,7.0,0.0,7.0,0.0,4.0,1.0,0.0
2081006611,10.0,6.0,4.0,0.0,2.0,1.6,0.6
2081006653,14.0,7.0,7.0,0.0,4.0,1.5,0.5
2081006688,12.0,7.0,5.0,0.0,6.0,1.5833333333333333,0.5833333333333334
2081006718,7.0,0.0,6.0,1.0,2.0,0.8571428571428571,0.0
2081006751,10.0,4.0,5.0,1.0,2.0,1.3,0.4
2081006785,8.0,2.0,5.0,1.0,2.0,1.125,0.25
